City,Original_Locality_ID,Locality
Coimbatore,Locality_471,Thudiyalur
Coimbatore,Locality_472,Vilankurichi
Coimbatore,Locality_473,Hope College
Coimbatore,Locality_474,Ondipudur
Coimbatore,Locality_475,Avinashi Road
Coimbatore,Locality_476,RS Puram
Coimbatore,Locality_477,Gandhipuram
Coimbatore,Locality_478,Saibaba Colony
Coimbatore,Locality_479,Peelamedu
Coimbatore,Locality_480,Singanallur
Coimbatore,Locality_481,Saravanampatti
Coimbatore,Locality_482,Vadavalli
Coimbatore,Locality_483,Race Course
Coimbatore,Locality_484,Kalapatti
Coimbatore,Locality_485,Ganapathy
Coimbatore,Locality_486,Ramanathapuram
Coimbatore,Locality_487,Ukkadam
Coimbatore,Locality_488,Sundarapuram
Coimbatore,Locality_489,Podanur
Coimbatore,Locality_490,Kuniyamuthur
Coimbatore,Locality_491,Tatabad
Coimbatore,Locality_492,Town Hall
Coimbatore,Locality_493,Sivananda Colony
Coimbatore,Locality_494,Nanjundapuram
Coimbatore,Locality_495,Kovaipudur
Coimbatore,Locality_496,Thudiyalur
Coimbatore,Locality_497,Vilankurichi
Coimbatore,Locality_498,Hope College
Coimbatore,Locality_499,Ondipudur
Coimbatore,Locality_500,Avinashi Road
Cuttack,Locality_1,CDA Sector 6
Cuttack,Locality_2,CDA Sector 7
Cuttack,Locality_3,CDA Sector 9
Cuttack,Locality_4,College Square
Cuttack,Locality_5,Buxi Bazaar
Cuttack,Locality_6,Badambadi
Cuttack,Locality_7,Link Road
Cuttack,Locality_8,Mangalabag
Cuttack,Locality_9,Choudhury Bazar
Cuttack,Locality_10,Tulsipur
Cuttack,Locality_11,Ranihat
Cuttack,Locality_12,Shelter Chhak
Cuttack,Locality_13,Jobra
Cuttack,Locality_14,Kalyan Nagar
Cuttack,Locality_15,Bidanasi
Cuttack,Locality_16,Naya Bazaar
Cuttack,Locality_17,Bajrakabati Road
Cuttack,Locality_18,Dolamundai
Cuttack,Locality_19,Meria Bazar
Cuttack,Locality_20,Nuapada
Cuttack,Locality_21,Markat Nagar
Cuttack,Locality_22,Khan Nagar
Cuttack,Locality_23,Kantapada Road
Cuttack,Locality_24,Jagatpur
Cuttack,Locality_25,Phulnakhara
Cuttack,Locality_26,CDA Sector 6
Cuttack,Locality_27,CDA Sector 7
Cuttack,Locality_28,CDA Sector 9
Cuttack,Locality_29,College Square
Cuttack,Locality_30,Buxi Bazaar
Cuttack,Locality_31,Badambadi
Cuttack,Locality_32,Link Road
Cuttack,Locality_33,Mangalabag
Cuttack,Locality_34,Choudhury Bazar
Cuttack,Locality_35,Tulsipur
Cuttack,Locality_36,Ranihat
Cuttack,Locality_37,Shelter Chhak
Cuttack,Locality_38,Jobra
Cuttack,Locality_39,Kalyan Nagar
Cuttack,Locality_40,Bidanasi
Cuttack,Locality_41,Naya Bazaar
Cuttack,Locality_42,Bajrakabati Road
Cuttack,Locality_43,Dolamundai
Cuttack,Locality_44,Meria Bazar
Cuttack,Locality_45,Nuapada
Cuttack,Locality_46,Markat Nagar
Cuttack,Locality_47,Khan Nagar
Cuttack,Locality_48,Kantapada Road
Cuttack,Locality_49,Jagatpur
Cuttack,Locality_50,Phulnakhara
Cuttack,Locality_51,CDA Sector 6
Cuttack,Locality_52,CDA Sector 7
Cuttack,Locality_53,CDA Sector 9
Cuttack,Locality_54,College Square
Cuttack,Locality_55,Buxi Bazaar
Cuttack,Locality_56,Badambadi
Cuttack,Locality_57,Link Road
Cuttack,Locality_58,Mangalabag
Cuttack,Locality_59,Choudhury Bazar
Cuttack,Locality_60,Tulsipur
Cuttack,Locality_61,Ranihat
Cuttack,Locality_62,Shelter Chhak
Cuttack,Locality_63,Jobra
Cuttack,Locality_64,Kalyan Nagar
Cuttack,Locality_65,Bidanasi
Cuttack,Locality_66,Naya Bazaar
Cuttack,Locality_67,Bajrakabati Road
Cuttack,Locality_68,Dolamundai
Cuttack,Locality_69,Meria Bazar
Cuttack,Locality_70,Nuapada
Cuttack,Locality_71,Markat Nagar
Cuttack,Locality_72,Khan Nagar
Cuttack,Locality_73,Kantapada Road
Cuttack,Locality_74,Jagatpur
Cuttack,Locality_75,Phulnakhara
Cuttack,Locality_76,CDA Sector 6
Cuttack,Locality_77,CDA Sector 7
Cuttack,Locality_78,CDA Sector 9
Cuttack,Locality_79,College Square
Cuttack,Locality_80,Buxi Bazaar
Cuttack,Locality_81,Badambadi
Cuttack,Locality_82,Link Road
Cuttack,Locality_83,Mangalabag
Cuttack,Locality_84,Choudhury Bazar
Cuttack,Locality_85,Tulsipur
Cuttack,Locality_86,Ranihat
Cuttack,Locality_87,Shelter Chhak
Cuttack,Locality_88,Jobra
Cuttack,Locality_89,Kalyan Nagar
Cuttack,Locality_90,Bidanasi
Cuttack,Locality_91,Naya Bazaar
Cuttack,Locality_92,Bajrakabati Road
Cuttack,Locality_93,Dolamundai
Cuttack,Locality_94,Meria Bazar
Cuttack,Locality_95,Nuapada
Cuttack,Locality_96,Markat Nagar
Cuttack,Locality_97,Khan Nagar
Cuttack,Locality_98,Kantapada Road
Cuttack,Locality_99,Jagatpur
Cuttack,Locality_100,Phulnakhara
Cuttack,Locality_101,CDA Sector 6
Cuttack,Locality_102,CDA Sector 7
Cuttack,Locality_103,CDA Sector 9
Cuttack,Locality_104,College Square
Cuttack,Locality_105,Buxi Bazaar
Cuttack,Locality_106,Badambadi
Cuttack,Locality_107,Link Road
Cuttack,Locality_108,Mangalabag
Cuttack,Locality_109,Choudhury Bazar
Cuttack,Locality_110,Tulsipur
Cuttack,Locality_111,Ranihat
Cuttack,Locality_112,Shelter Chhak
Cuttack,Locality_113,Jobra
Cuttack,Locality_114,Kalyan Nagar
Cuttack,Locality_115,Bidanasi
Cuttack,Locality_116,Naya Bazaar
Cuttack,Locality_117,Bajrakabati Road
Cuttack,Locality_118,Dolamundai
Cuttack,Locality_119,Meria Bazar
Cuttack,Locality_120,Nuapada
Cuttack,Locality_121,Markat Nagar
Cuttack,Locality_122,Khan Nagar
Cuttack,Locality_123,Kantapada Road
Cuttack,Locality_124,Jagatpur
Cuttack,Locality_125,Phulnakhara
Cuttack,Locality_126,CDA Sector 6
Cuttack,Locality_127,CDA Sector 7
Cuttack,Locality_128,CDA Sector 9
Cuttack,Locality_129,College Square
Cuttack,Locality_130,Buxi Bazaar
Cuttack,Locality_131,Badambadi
Cuttack,Locality_132,Link Road
Cuttack,Locality_133,Mangalabag
Cuttack,Locality_134,Choudhury Bazar
Cuttack,Locality_135,Tulsipur
Cuttack,Locality_136,Ranihat
Cuttack,Locality_137,Shelter Chhak
Cuttack,Locality_138,Jobra
Cuttack,Locality_139,Kalyan Nagar
Cuttack,Locality_140,Bidanasi
Cuttack,Locality_141,Naya Bazaar
Cuttack,Locality_142,Bajrakabati Road
Cuttack,Locality_143,Dolamundai
Cuttack,Locality_144,Meria Bazar
Cuttack,Locality_145,Nuapada
Cuttack,Locality_146,Markat Nagar
Cuttack,Locality_147,Khan Nagar
Cuttack,Locality_148,Kantapada Road
Cuttack,Locality_149,Jagatpur
Cuttack,Locality_150,Phulnakhara
Cuttack,Locality_151,CDA Sector 6
Cuttack,Locality_152,CDA Sector 7
Cuttack,Locality_153,CDA Sector 9
Cuttack,Locality_154,College Square
Cuttack,Locality_155,Buxi Bazaar
Cuttack,Locality_156,Badambadi
Cuttack,Locality_157,Link Road
Cuttack,Locality_158,Mangalabag
Cuttack,Locality_159,Choudhury Bazar
Cuttack,Locality_160,Tulsipur
Cuttack,Locality_161,Ranihat
Cuttack,Locality_162,Shelter Chhak
Cuttack,Locality_163,Jobra
Cuttack,Locality_164,Kalyan Nagar
Cuttack,Locality_165,Bidanasi
Cuttack,Locality_166,Naya Bazaar
Cuttack,Locality_167,Bajrakabati Road
Cuttack,Locality_168,Dolamundai
Cuttack,Locality_169,Meria Bazar
Cuttack,Locality_170,Nuapada
Cuttack,Locality_171,Markat Nagar
Cuttack,Locality_172,Khan Nagar
Cuttack,Locality_173,Kantapada Road
Cuttack,Locality_174,Jagatpur
Cuttack,Locality_175,Phulnakhara
Cuttack,Locality_176,CDA Sector 6
Cuttack,Locality_177,CDA Sector 7
Cuttack,Locality_178,CDA Sector 9
Cuttack,Locality_179,College Square
Cuttack,Locality_180,Buxi Bazaar
Cuttack,Locality_181,Badambadi
Cuttack,Locality_182,Link Road
Cuttack,Locality_183,Mangalabag
Cuttack,Locality_184,Choudhury Bazar
Cuttack,Locality_185,Tulsipur
Cuttack,Locality_186,Ranihat
Cuttack,Locality_187,Shelter Chhak
Cuttack,Locality_188,Jobra
Cuttack,Locality_189,Kalyan Nagar
Cuttack,Locality_190,Bidanasi
Cuttack,Locality_191,Naya Bazaar
Cuttack,Locality_192,Bajrakabati Road
Cuttack,Locality_193,Dolamundai
Cuttack,Locality_194,Meria Bazar
Cuttack,Locality_195,Nuapada
Cuttack,Locality_196,Markat Nagar
Cuttack,Locality_197,Khan Nagar
Cuttack,Locality_198,Kantapada Road
Cuttack,Locality_199,Jagatpur
Cuttack,Locality_200,Phulnakhara
Cuttack,Locality_201,CDA Sector 6
Cuttack,Locality_202,CDA Sector 7
Cuttack,Locality_203,CDA Sector 9
Cuttack,Locality_204,College Square
Cuttack,Locality_205,Buxi Bazaar
Cuttack,Locality_206,Badambadi
Cuttack,Locality_207,Link Road
Cuttack,Locality_208,Mangalabag
Cuttack,Locality_209,Choudhury Bazar
Cuttack,Locality_210,Tulsipur
Cuttack,Locality_211,Ranihat
Cuttack,Locality_212,Shelter Chhak
Cuttack,Locality_213,Jobra
Cuttack,Locality_214,Kalyan Nagar
Cuttack,Locality_215,Bidanasi
Cuttack,Locality_216,Naya Bazaar
Cuttack,Locality_217,Bajrakabati Road
Cuttack,Locality_218,Dolamundai
Cuttack,Locality_219,Meria Bazar
Cuttack,Locality_220,Nuapada
Cuttack,Locality_221,Markat Nagar
Cuttack,Locality_222,Khan Nagar
Cuttack,Locality_223,Kantapada Road
Cuttack,Locality_224,Jagatpur
Cuttack,Locality_225,Phulnakhara
Cuttack,Locality_226,CDA Sector 6
Cuttack,Locality_227,CDA Sector 7
Cuttack,Locality_228,CDA Sector 9
Cuttack,Locality_229,College Square
Cuttack,Locality_230,Buxi Bazaar
Cuttack,Locality_231,Badambadi
Cuttack,Locality_232,Link Road
Cuttack,Locality_233,Mangalabag
Cuttack,Locality_234,Choudhury Bazar
Cuttack,Locality_235,Tulsipur
Cuttack,Locality_236,Ranihat
Cuttack,Locality_237,Shelter Chhak
Cuttack,Locality_238,Jobra
Cuttack,Locality_239,Kalyan Nagar
Cuttack,Locality_240,Bidanasi
Cuttack,Locality_241,Naya Bazaar
Cuttack,Locality_242,Bajrakabati Road
Cuttack,Locality_243,Dolamundai
Cuttack,Locality_244,Meria Bazar
Cuttack,Locality_245,Nuapada
Cuttack,Locality_246,Markat Nagar
Cuttack,Locality_247,Khan Nagar
Cuttack,Locality_248,Kantapada Road
Cuttack,Locality_249,Jagatpur
Cuttack,Locality_250,Phulnakhara
Cuttack,Locality_251,CDA Sector 6
Cuttack,Locality_252,CDA Sector 7
Cuttack,Locality_253,CDA Sector 9
Cuttack,Locality_254,College Square
Cuttack,Locality_255,Buxi Bazaar
Cuttack,Locality_256,Badambadi
Cuttack,Locality_257,Link Road
Cuttack,Locality_258,Mangalabag
Cuttack,Locality_259,Choudhury Bazar
Cuttack,Locality_260,Tulsipur
Cuttack,Locality_261,Ranihat
Cuttack,Locality_262,Shelter Chhak
Cuttack,Locality_263,Jobra
Cuttack,Locality_264,Kalyan Nagar
Cuttack,Locality_265,Bidanasi
Cuttack,Locality_266,Naya Bazaar
Cuttack,Locality_267,Bajrakabati Road
Cuttack,Locality_268,Dolamundai
Cuttack,Locality_269,Meria Bazar
Cuttack,Locality_270,Nuapada
Cuttack,Locality_271,Markat Nagar
Cuttack,Locality_272,Khan Nagar
Cuttack,Locality_273,Kantapada Road
Cuttack,Locality_274,Jagatpur
Cuttack,Locality_275,Phulnakhara
Cuttack,Locality_276,CDA Sector 6
Cuttack,Locality_277,CDA Sector 7
Cuttack,Locality_278,CDA Sector 9
Cuttack,Locality_279,College Square
Cuttack,Locality_280,Buxi Bazaar
Cuttack,Locality_281,Badambadi
Cuttack,Locality_282,Link Road
Cuttack,Locality_283,Mangalabag
Cuttack,Locality_284,Choudhury Bazar
Cuttack,Locality_285,Tulsipur
Cuttack,Locality_286,Ranihat
Cuttack,Locality_287,Shelter Chhak
Cuttack,Locality_288,Jobra
Cuttack,Locality_289,Kalyan Nagar
Cuttack,Locality_290,Bidanasi
Cuttack,Locality_291,Naya Bazaar
Cuttack,Locality_292,Bajrakabati Road
Cuttack,Locality_293,Dolamundai
Cuttack,Locality_294,Meria Bazar
Cuttack,Locality_295,Nuapada
Cuttack,Locality_296,Markat Nagar
Cuttack,Locality_297,Khan Nagar
Cuttack,Locality_298,Kantapada Road
Cuttack,Locality_299,Jagatpur
Cuttack,Locality_300,Phulnakhara
Cuttack,Locality_301,CDA Sector 6
Cuttack,Locality_302,CDA Sector 7
Cuttack,Locality_303,CDA Sector 9
Cuttack,Locality_304,College Square
Cuttack,Locality_305,Buxi Bazaar
Cuttack,Locality_306,Badambadi
Cuttack,Locality_307,Link Road
Cuttack,Locality_308,Mangalabag
Cuttack,Locality_309,Choudhury Bazar
Cuttack,Locality_310,Tulsipur
Cuttack,Locality_311,Ranihat
Cuttack,Locality_312,Shelter Chhak
Cuttack,Locality_313,Jobra
Cuttack,Locality_314,Kalyan Nagar
Cuttack,Locality_315,Bidanasi
Cuttack,Locality_316,Naya Bazaar
Cuttack,Locality_317,Bajrakabati Road
Cuttack,Locality_318,Dolamundai
Cuttack,Locality_319,Meria Bazar
Cuttack,Locality_320,Nuapada
Cuttack,Locality_321,Markat Nagar
Cuttack,Locality_322,Khan Nagar
Cuttack,Locality_323,Kantapada Road
Cuttack,Locality_324,Jagatpur
Cuttack,Locality_325,Phulnakhara
Cuttack,Locality_326,CDA Sector 6
Cuttack,Locality_327,CDA Sector 7
Cuttack,Locality_328,CDA Sector 9
Cuttack,Locality_329,College Square
Cuttack,Locality_330,Buxi Bazaar
Cuttack,Locality_331,Badambadi
Cuttack,Locality_332,Link Road
Cuttack,Locality_333,Mangalabag
Cuttack,Locality_334,Choudhury Bazar
Cuttack,Locality_335,Tulsipur
Cuttack,Locality_336,Ranihat
Cuttack,Locality_337,Shelter Chhak
Cuttack,Locality_338,Jobra
Cuttack,Locality_339,Kalyan Nagar
Cuttack,Locality_340,Bidanasi
Cuttack,Locality_341,Naya Bazaar
Cuttack,Locality_342,Bajrakabati Road
Cuttack,Locality_343,Dolamundai
Cuttack,Locality_344,Meria Bazar
Cuttack,Locality_345,Nuapada
Cuttack,Locality_346,Markat Nagar
Cuttack,Locality_347,Khan Nagar
Cuttack,Locality_348,Kantapada Road
Cuttack,Locality_349,Jagatpur
Cuttack,Locality_350,Phulnakhara
Cuttack,Locality_351,CDA Sector 6
Cuttack,Locality_352,CDA Sector 7
Cuttack,Locality_353,CDA Sector 9
Cuttack,Locality_354,College Square
Cuttack,Locality_355,Buxi Bazaar
Cuttack,Locality_356,Badambadi
Cuttack,Locality_357,Link Road
Cuttack,Locality_358,Mangalabag
Cuttack,Locality_359,Choudhury Bazar
Cuttack,Locality_360,Tulsipur
Cuttack,Locality_361,Ranihat
Cuttack,Locality_362,Shelter Chhak
Cuttack,Locality_363,Jobra
Cuttack,Locality_364,Kalyan Nagar
Cuttack,Locality_365,Bidanasi
Cuttack,Locality_366,Naya Bazaar
Cuttack,Locality_367,Bajrakabati Road
Cuttack,Locality_368,Dolamundai
Cuttack,Locality_369,Meria Bazar
Cuttack,Locality_370,Nuapada
Cuttack,Locality_371,Markat Nagar
Cuttack,Locality_372,Khan Nagar
Cuttack,Locality_373,Kantapada Road
Cuttack,Locality_374,Jagatpur
Cuttack,Locality_375,Phulnakhara
Cuttack,Locality_376,CDA Sector 6
Cuttack,Locality_377,CDA Sector 7
Cuttack,Locality_378,CDA Sector 9
Cuttack,Locality_379,College Square
Cuttack,Locality_380,Buxi Bazaar
Cuttack,Locality_381,Badambadi
Cuttack,Locality_382,Link Road
Cuttack,Locality_383,Mangalabag
Cuttack,Locality_384,Choudhury Bazar
Cuttack,Locality_385,Tulsipur
Cuttack,Locality_386,Ranihat
Cuttack,Locality_387,Shelter Chhak
Cuttack,Locality_388,Jobra
Cuttack,Locality_389,Kalyan Nagar
Cuttack,Locality_390,Bidanasi
Cuttack,Locality_391,Naya Bazaar
Cuttack,Locality_392,Bajrakabati Road
Cuttack,Locality_393,Dolamundai
Cuttack,Locality_394,Meria Bazar
Cuttack,Locality_395,Nuapada
Cuttack,Locality_396,Markat Nagar
Cuttack,Locality_397,Khan Nagar
Cuttack,Locality_398,Kantapada Road
Cuttack,Locality_399,Jagatpur
Cuttack,Locality_400,Phulnakhara
Cuttack,Locality_401,CDA Sector 6
Cuttack,Locality_402,CDA Sector 7
Cuttack,Locality_403,CDA Sector 9
Cuttack,Locality_404,College Square
Cuttack,Locality_405,Buxi Bazaar
Cuttack,Locality_406,Badambadi
Cuttack,Locality_407,Link Road
Cuttack,Locality_408,Mangalabag
Cuttack,Locality_409,Choudhury Bazar
Cuttack,Locality_410,Tulsipur
Cuttack,Locality_411,Ranihat
Cuttack,Locality_412,Shelter Chhak
Cuttack,Locality_413,Jobra
Cuttack,Locality_414,Kalyan Nagar
Cuttack,Locality_415,Bidanasi
Cuttack,Locality_416,Naya Bazaar
Cuttack,Locality_417,Bajrakabati Road
Cuttack,Locality_418,Dolamundai
Cuttack,Locality_419,Meria Bazar
Cuttack,Locality_420,Nuapada
Cuttack,Locality_421,Markat Nagar
Cuttack,Locality_422,Khan Nagar
Cuttack,Locality_423,Kantapada Road
Cuttack,Locality_424,Jagatpur
Cuttack,Locality_425,Phulnakhara
Cuttack,Locality_426,CDA Sector 6
Cuttack,Locality_427,CDA Sector 7
Cuttack,Locality_428,CDA Sector 9
Cuttack,Locality_429,College Square
Cuttack,Locality_430,Buxi Bazaar
Cuttack,Locality_431,Badambadi
Cuttack,Locality_432,Link Road
Cuttack,Locality_433,Mangalabag
Cuttack,Locality_434,Choudhury Bazar
Cuttack,Locality_435,Tulsipur
Cuttack,Locality_436,Ranihat
Cuttack,Locality_437,Shelter Chhak
Cuttack,Locality_438,Jobra
Cuttack,Locality_439,Kalyan Nagar
Cuttack,Locality_440,Bidanasi
Cuttack,Locality_441,Naya Bazaar
Cuttack,Locality_442,Bajrakabati Road
Cuttack,Locality_443,Dolamundai
Cuttack,Locality_444,Meria Bazar
Cuttack,Locality_445,Nuapada
Cuttack,Locality_446,Markat Nagar
Cuttack,Locality_447,Khan Nagar
Cuttack,Locality_448,Kantapada Road
Cuttack,Locality_449,Jagatpur
Cuttack,Locality_450,Phulnakhara
Cuttack,Locality_451,CDA Sector 6
Cuttack,Locality_452,CDA Sector 7
Cuttack,Locality_453,CDA Sector 9
Cuttack,Locality_454,College Square
Cuttack,Locality_455,Buxi Bazaar
Cuttack,Locality_456,Badambadi
Cuttack,Locality_457,Link Road
Cuttack,Locality_458,Mangalabag
Cuttack,Locality_459,Choudhury Bazar
Cuttack,Locality_460,Tulsipur
Cuttack,Locality_461,Ranihat
Cuttack,Locality_462,Shelter Chhak
Cuttack,Locality_463,Jobra
Cuttack,Locality_464,Kalyan Nagar
Cuttack,Locality_465,Bidanasi
Cuttack,Locality_466,Naya Bazaar
Cuttack,Locality_467,Bajrakabati Road
Cuttack,Locality_468,Dolamundai
Cuttack,Locality_469,Meria Bazar
Cuttack,Locality_470,Nuapada
Cuttack,Locality_471,Markat Nagar
Cuttack,Locality_472,Khan Nagar
Cuttack,Locality_473,Kantapada Road
Cuttack,Locality_474,Jagatpur
Cuttack,Locality_475,Phulnakhara
Cuttack,Locality_476,CDA Sector 6
Cuttack,Locality_477,CDA Sector 7
Cuttack,Locality_478,CDA Sector 9
Cuttack,Locality_479,College Square
Cuttack,Locality_480,Buxi Bazaar
Cuttack,Locality_481,Badambadi
Cuttack,Locality_482,Link Road
Cuttack,Locality_483,Mangalabag
Cuttack,Locality_484,Choudhury Bazar
Cuttack,Locality_485,Tulsipur
Cuttack,Locality_486,Ranihat
Cuttack,Locality_487,Shelter Chhak
Cuttack,Locality_488,Jobra
Cuttack,Locality_489,Kalyan Nagar
Cuttack,Locality_490,Bidanasi
Cuttack,Locality_491,Naya Bazaar
Cuttack,Locality_492,Bajrakabati Road
Cuttack,Locality_493,Dolamundai
Cuttack,Locality_494,Meria Bazar
Cuttack,Locality_495,Nuapada
Cuttack,Locality_496,Markat Nagar
Cuttack,Locality_497,Khan Nagar
Cuttack,Locality_498,Kantapada Road
Cuttack,Locality_499,Jagatpur
Cuttack,Locality_500,Phulnakhara
Dehradun,Locality_1,Rajpur Road
Dehradun,Locality_2,Sahastradhara Road
Dehradun,Locality_3,Jakhan
Dehradun,Locality_4,Vasant Vihar
Dehradun,Locality_5,Clement Town
Dehradun,Locality_6,Ballupur
Dehradun,Locality_7,Nehru Colony
Dehradun,Locality_8,Dalanwala
Dehradun,Locality_9,Race Course
Dehradun,Locality_10,Patel Nagar
Dehradun,Locality_11,Prem Nagar
Dehradun,Locality_12,Raipur
Dehradun,Locality_13,Malsi
Dehradun,Locality_14,Dharampur
Dehradun,Locality_15,Kaulagarh
Dehradun,Locality_16,Subhash Nagar
Dehradun,Locality_17,Chakrata Road
Dehradun,Locality_18,Turner Road
Dehradun,Locality_19,ISBT
Dehradun,Locality_20,Vijay Park
Dehradun,Locality_21,Defence Colony
Dehradun,Locality_22,Karanpur
Dehradun,Locality_23,Kishanpur
Dehradun,Locality_24,Jogiwala
Dehradun,Locality_25,Laxman Chowk
Dehradun,Locality_26,Rajpur Road
Dehradun,Locality_27,Sahastradhara Road
Dehradun,Locality_28,Jakhan
Dehradun,Locality_29,Vasant Vihar
Dehradun,Locality_30,Clement Town
Dehradun,Locality_31,Ballupur
Dehradun,Locality_32,Nehru Colony
Dehradun,Locality_33,Dalanwala
Dehradun,Locality_34,Race Course
Dehradun,Locality_35,Patel Nagar
Dehradun,Locality_36,Prem Nagar
Dehradun,Locality_37,Raipur
Dehradun,Locality_38,Malsi
Dehradun,Locality_39,Dharampur
Dehradun,Locality_40,Kaulagarh
Dehradun,Locality_41,Subhash Nagar
Dehradun,Locality_42,Chakrata Road
Dehradun,Locality_43,Turner Road
Dehradun,Locality_44,ISBT
Dehradun,Locality_45,Vijay Park
Dehradun,Locality_46,Defence Colony
Dehradun,Locality_47,Karanpur
Dehradun,Locality_48,Kishanpur
Dehradun,Locality_49,Jogiwala
Dehradun,Locality_50,Laxman Chowk
Dehradun,Locality_51,Rajpur Road
Dehradun,Locality_52,Sahastradhara Road
Dehradun,Locality_53,Jakhan
Dehradun,Locality_54,Vasant Vihar
Dehradun,Locality_55,Clement Town
Dehradun,Locality_56,Ballupur
Dehradun,Locality_57,Nehru Colony
Dehradun,Locality_58,Dalanwala
Dehradun,Locality_59,Race Course
Dehradun,Locality_60,Patel Nagar
Dehradun,Locality_61,Prem Nagar
Dehradun,Locality_62,Raipur
Dehradun,Locality_63,Malsi
Dehradun,Locality_64,Dharampur
Dehradun,Locality_65,Kaulagarh
Dehradun,Locality_66,Subhash Nagar
Dehradun,Locality_67,Chakrata Road
Dehradun,Locality_68,Turner Road
Dehradun,Locality_69,ISBT
Dehradun,Locality_70,Vijay Park
Dehradun,Locality_71,Defence Colony
Dehradun,Locality_72,Karanpur
Dehradun,Locality_73,Kishanpur
Dehradun,Locality_74,Jogiwala
Dehradun,Locality_75,Laxman Chowk
Dehradun,Locality_76,Rajpur Road
Dehradun,Locality_77,Sahastradhara Road
Dehradun,Locality_78,Jakhan
Dehradun,Locality_79,Vasant Vihar
Dehradun,Locality_80,Clement Town
Dehradun,Locality_81,Ballupur
Dehradun,Locality_82,Nehru Colony
Dehradun,Locality_83,Dalanwala
Dehradun,Locality_84,Race Course
Dehradun,Locality_85,Patel Nagar
Dehradun,Locality_86,Prem Nagar
Dehradun,Locality_87,Raipur
Dehradun,Locality_88,Malsi
Dehradun,Locality_89,Dharampur
Dehradun,Locality_90,Kaulagarh
Dehradun,Locality_91,Subhash Nagar
Dehradun,Locality_92,Chakrata Road
Dehradun,Locality_93,Turner Road
Dehradun,Locality_94,ISBT
Dehradun,Locality_95,Vijay Park
Dehradun,Locality_96,Defence Colony
Dehradun,Locality_97,Karanpur
Dehradun,Locality_98,Kishanpur
Dehradun,Locality_99,Jogiwala
Dehradun,Locality_100,Laxman Chowk
Dehradun,Locality_101,Rajpur Road
Dehradun,Locality_102,Sahastradhara Road
Dehradun,Locality_103,Jakhan
Dehradun,Locality_104,Vasant Vihar
Dehradun,Locality_105,Clement Town
Dehradun,Locality_106,Ballupur
Dehradun,Locality_107,Nehru Colony
Dehradun,Locality_108,Dalanwala
Dehradun,Locality_109,Race Course
Dehradun,Locality_110,Patel Nagar
Dehradun,Locality_111,Prem Nagar
Dehradun,Locality_112,Raipur
Dehradun,Locality_113,Malsi
Dehradun,Locality_114,Dharampur
Dehradun,Locality_115,Kaulagarh
Dehradun,Locality_116,Subhash Nagar
Dehradun,Locality_117,Chakrata Road
Dehradun,Locality_118,Turner Road
Dehradun,Locality_119,ISBT
Dehradun,Locality_120,Vijay Park
Dehradun,Locality_121,Defence Colony
Dehradun,Locality_122,Karanpur
Dehradun,Locality_123,Kishanpur
Dehradun,Locality_124,Jogiwala
Dehradun,Locality_125,Laxman Chowk
Dehradun,Locality_126,Rajpur Road
Dehradun,Locality_127,Sahastradhara Road
Dehradun,Locality_128,Jakhan
Dehradun,Locality_129,Vasant Vihar
Dehradun,Locality_130,Clement Town
Dehradun,Locality_131,Ballupur
Dehradun,Locality_132,Nehru Colony
Dehradun,Locality_133,Dalanwala
Dehradun,Locality_134,Race Course
Dehradun,Locality_135,Patel Nagar
Dehradun,Locality_136,Prem Nagar
Dehradun,Locality_137,Raipur
Dehradun,Locality_138,Malsi
Dehradun,Locality_139,Dharampur
Dehradun,Locality_140,Kaulagarh
Dehradun,Locality_141,Subhash Nagar
Dehradun,Locality_142,Chakrata Road
Dehradun,Locality_143,Turner Road
Dehradun,Locality_144,ISBT
Dehradun,Locality_145,Vijay Park
Dehradun,Locality_146,Defence Colony
Dehradun,Locality_147,Karanpur
Dehradun,Locality_148,Kishanpur
Dehradun,Locality_149,Jogiwala
Dehradun,Locality_150,Laxman Chowk
Dehradun,Locality_151,Rajpur Road
Dehradun,Locality_152,Sahastradhara Road
Dehradun,Locality_153,Jakhan
Dehradun,Locality_154,Vasant Vihar
Dehradun,Locality_155,Clement Town
Dehradun,Locality_156,Ballupur
Dehradun,Locality_157,Nehru Colony
Dehradun,Locality_158,Dalanwala
Dehradun,Locality_159,Race Course
Dehradun,Locality_160,Patel Nagar
Dehradun,Locality_161,Prem Nagar
Dehradun,Locality_162,Raipur
Dehradun,Locality_163,Malsi
Dehradun,Locality_164,Dharampur
Dehradun,Locality_165,Kaulagarh
Dehradun,Locality_166,Subhash Nagar
Dehradun,Locality_167,Chakrata Road
Dehradun,Locality_168,Turner Road
Dehradun,Locality_169,ISBT
Dehradun,Locality_170,Vijay Park
Dehradun,Locality_171,Defence Colony
Dehradun,Locality_172,Karanpur
Dehradun,Locality_173,Kishanpur
Dehradun,Locality_174,Jogiwala
Dehradun,Locality_175,Laxman Chowk
Dehradun,Locality_176,Rajpur Road
Dehradun,Locality_177,Sahastradhara Road
Dehradun,Locality_178,Jakhan
Dehradun,Locality_179,Vasant Vihar
Dehradun,Locality_180,Clement Town
Dehradun,Locality_181,Ballupur
Dehradun,Locality_182,Nehru Colony
Dehradun,Locality_183,Dalanwala
Dehradun,Locality_184,Race Course
Dehradun,Locality_185,Patel Nagar
